
> @ by-mechanism /Users/mmontgomery/dev/boardgames/board-games-analytics
> ts-node ./src/retrieve-games-by-mechanism

https://boardgamegeek.com/boardgame/351956/crop-circles,351956,11522,"Crop Circles",2022
https://boardgamegeek.com/boardgame/253575/the-gig,253575,11524,"The Gig",2023
https://boardgamegeek.com/boardgame/87632/escape-of-the-dead-minigame,87632,11712,"Escape of the Dead Minigame",2010
https://boardgamegeek.com/boardgame/310578/paleontologists,310578,11727,"Paleontologists",2020
https://boardgamegeek.com/boardgame/346621/nirvana,346621,11802,"Nirvana",2021
https://boardgamegeek.com/boardgame/8944/triple-yahtzee,8944,11809,"Triple Yahtzee",1972
https://boardgamegeek.com/boardgame/371687/a-simple-life,371687,11823,"A Simple Life",2022
https://boardgamegeek.com/boardgame/277066/bienvenue-a-bord,277066,11847,"Bienvenue à bord",2019
https://boardgamegeek.com/boardgame/308386/lantern,308386,11855,"LANTERN",2019
https://boardgamegeek.com/boardgame/274735/13-sheep,274735,11898,"13 Sheep",2019
https://boardgamegeek.com/boardgame/358995/kaikoro,358995,12096,"Kaikoro",2022
https://boardgamegeek.com/boardgame/312372/pandoria-merchants,312372,12129,"Pandoria Merchants",2020
https://boardgamegeek.com/boardgame/285789/polyhedral-park-planner,285789,12156,"Polyhedral Park Planner",2019
https://boardgamegeek.com/boardgame/337117/rats-high-tea-at-sea,337117,12184,"RATS: High Tea at Sea",2021
https://boardgamegeek.com/boardgame/367030/quests-over-coffee,367030,12216,"Quests Over Coffee",2022
https://boardgamegeek.com/boardgame/247643/doodle-islands,247643,12311,"Doodle Islands",2018
https://boardgamegeek.com/boardgame/292507/ramen-ink,292507,12434,"Ramen Ink",2020
https://boardgamegeek.com/boardgame/264242/bloxx,264242,12526,"Bloxx!",2018
https://boardgamegeek.com/boardgame/375195/roll-and-meow-the-cat-burglars,375195,12529,"Roll & Meow: The Cat Burglars",2023
https://boardgamegeek.com/boardgame/310968/bite-and-write-the-treaty-of-rodentia,310968,12546,"Bite and Write: The Treaty of Rodentia",2020
https://boardgamegeek.com/boardgame/136279/kreuzwort,136279,12619,"Kreuzwort",2013
https://boardgamegeek.com/boardgame/329521/chiefdom,329521,12764,"Chiefdom",2021
